Order ID,Order Date,Customer ID,Customer Name,Address,City,State,ZIP,Countr_Region,Salesperson,Region,Shipped Date,Shipper Name,Ship Name,Ship Address,Ship City,Ship State,Ship ZIP,Ship Country,Payment Type,Product Name,Category,Unit Price,Quantity,Revenue,Shipping Fee
15349,1/10/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,1/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Beer,Beverages,14,27,378,90.80104859
13589,1/22/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,2/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Curry Sauce,Sauces,40,85,3400,14.23681245
7220,1/31/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,2/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Syrup,Condiments,10,171,1710,56.90286622
15274,2/2/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,2/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Curry Sauce,Sauces,40,113,4520,27.82164127
16794,2/2/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,2/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,NULL,NULL,NULL,NULL,0,64.61218368
10595,2/11/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,3/2/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Check,NULL,NULL,NULL,NULL,0,79.92491201
6698,2/9/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,2/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,NULL,NULL,NULL,NULL,0,83.7349224
3663,2/20/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,2/12/14,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Almonds,Dried Fruit & Nuts,10,167,1670,2.27203624
6039,1/27/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,NULL,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,125,437.5,95.49484213
16365,2/8/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Curry Sauce,Sauces,40,129,5160,47.6390402
17094,2/6/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,Shipping Company C,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Crab Meat,Canned Meat,18.4,92,1692.8,42.62125842
19512,3/7/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,3/2/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Coffee,Beverages,46,196,9016,20.64001243
6288,1/31/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,2/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Clam Chowder,Soups,9.65,141,1360.65,14.78389416
19769,2/7/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,2/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Chocolate,Candy,12.75,57,726.75,98.66914617
15705,2/13/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,2/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate,Candy,12.75,118,1504.5,87.48719966
4741,2/24/14,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,2/27/14,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Cajun Seasoning,Condiments,22,195,4290,68.40808522
15291,2/19/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,2/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Boysenberry Spread,"Jams, Preserves",25,86,2150,3.884375599
18193,2/25/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,3/3/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Fruit Cocktail,Fruit & Veg,39,52,2028,69.23738179
7097,2/1/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,2/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Dried Pears,Dried Fruit & Nuts,30,100,3000,29.62582815
6351,1/27/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,2/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Dried Apples,Dried Fruit & Nuts,53,48,2544,0.537222568
12606,2/11/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,NULL,NULL,Christina Lee,123 4th Street,New York,NY,99999,USA,NULL,Gnocchi,Pasta,38,1,38,27.05913782
14871,2/5/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,NULL,NULL,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,NULL,Green Tea,Beverages,2.99,16,47.84,20.8741756
16648,2/26/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,3/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Ravioli,Pasta,19.5,79,1540.5,19.53907947
15649,3/8/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,3/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Mozzarella,Dairy Products,34.8,149,5185.2,5.23638933
9872,3/7/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,3/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Beer,Beverages,14,130,1820,3.382168059
3670,3/18/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,3/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Curry Sauce,Sauces,40,76,3040,38.25192683
16591,2/17/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,3/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,103,947.6,97.37811554
10582,3/8/14,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,3/27/14,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,10,170,1700,70.89937657
10213,3/18/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,3/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,21.35,95,2028.25,69.61530265
2743,3/25/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,3/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,9.65,178,1717.7,0.564041941
16040,3/11/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,3/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,184,3385.6,58.36901703
6489,3/31/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,3/31/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,14,177,2478,52.10796819
19168,3/2/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,3/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Chocolate,Candy,12.75,165,2103.75,68.69329195
11600,3/3/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,3/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Marmalade,"Jams, Preserves",81,103,8343,1.071253921
14779,3/9/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,3/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Long Grain Rice,Grains,7,159,1113,52.40372661
2767,3/1/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,3/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Credit Card,Mozzarella,Dairy Products,34.8,41,1426.8,6.958598531
17445,3/4/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,3/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Syrup,Condiments,10,156,1560,91.17234742
10966,2/19/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,3/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Curry Sauce,Sauces,40,116,4640,84.57666908
10584,2/20/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,3/12/14,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Almonds,Dried Fruit & Nuts,10,197,1970,9.067549475
12925,3/15/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,NULL,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,6,21,49.21186151
3899,3/2/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Curry Sauce,Sauces,40,48,1920,83.28117397
5800,3/4/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,Shipping Company C,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Crab Meat,Canned Meat,18.4,68,1251.2,86.05477849
5194,3/24/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,3/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Coffee,Beverages,46,181,8326,24.45924342
11682,3/24/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,4/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Dried Plums,Dried Fruit & Nuts,3.5,3,10.5,9.167727463
10713,4/13/14,12,Company L,123 12th Street,Las Vegas,NV,99999,USA,Mariya Sergienko,West,4/14/14,Shipping Company B,John Edwards,123 12th Street,Las Vegas,NV,99999,USA,Credit Card,Chai,Beverages,18,160,2880,39.82541481
19994,4/9/14,12,Company L,123 12th Street,Las Vegas,NV,99999,USA,Mariya Sergienko,West,4/14/14,Shipping Company B,John Edwards,123 12th Street,Las Vegas,NV,99999,USA,Credit Card,Coffee,Beverages,46,38,1748,38.03702997
18699,4/14/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,4/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Credit Card,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,132,1214.4,60.84700772
16217,4/7/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,4/6/14,Shipping Company C,Christina Lee,123 4th Street,New York,NY,99999,USA,Check,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,52,478.4,64.80990981
2910,5/6/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,5/1/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Chocolate,Candy,12.75,186,2371.5,2.908806562
17613,3/15/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,4/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Clam Chowder,Soups,9.65,109,1051.85,74.11086792
8989,4/16/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,4/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Curry Sauce,Sauces,40,124,4960,72.35930002
2030,4/28/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,4/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Check,Coffee,Beverages,46,73,3358,59.12769336
4878,4/3/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,4/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate,Candy,12.75,15,191.25,91.88383473
8956,4/16/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,4/12/14,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Green Tea,Beverages,2.99,4,11.96,77.89561481
7243,3/26/14,7,Company G,123 7th Street,Boise,ID,99999,USA,Nancy Freehafer,North,NULL,NULL,Ming-Yang Xie,123 7th Street,Boise,ID,99999,USA,NULL,Coffee,Beverages,46,108,4968,19.45101116
16324,3/25/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,4/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Boysenberry Spread,"Jams, Preserves",25,50,1250,44.47640809
13604,4/2/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,4/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Cajun Seasoning,Condiments,22,84,1848,3.770836215
18871,4/4/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,4/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,119,1094.8,79.48561562
6497,4/6/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,11,38.5,42.03242311
19212,3/27/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Green Tea,Beverages,2.99,39,116.61,31.65154993
11952,3/18/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Chai,Beverages,18,68,1224,40.35833089
17261,6/5/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,5/31/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Chocolate,Candy,12.75,187,2384.25,87.1424237
3817,5/1/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,5/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Clam Chowder,Soups,9.65,59,569.35,63.7618866
4243,5/15/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,5/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Curry Sauce,Sauces,40,133,5320,4.526785383
5840,5/12/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,5/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Check,Coffee,Beverages,46,176,8096,43.96468344
15277,4/27/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,5/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate,Candy,12.75,34,433.5,87.59946017
12869,5/9/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,5/12/14,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Green Tea,Beverages,2.99,121,361.79,40.06146245
4703,5/5/14,7,Company G,123 7th Street,Boise,ID,99999,USA,Nancy Freehafer,North,NULL,NULL,Ming-Yang Xie,123 7th Street,Boise,ID,99999,USA,NULL,Coffee,Beverages,46,39,1794,29.53375033
15078,5/17/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,5/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Boysenberry Spread,"Jams, Preserves",25,162,4050,78.55615693
12657,5/20/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,5/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Cajun Seasoning,Condiments,22,174,3828,98.9809979
12374,5/15/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,5/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,80,736,82.04993189
10706,4/29/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,180,630,50.88685612
4696,4/30/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Green Tea,Beverages,2.99,62,185.38,16.89109539
16049,5/11/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Chai,Beverages,18,24,432,78.73996815
18106,4/29/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Coffee,Beverages,46,57,2622,96.53065483
5702,4/24/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Green Tea,Beverages,2.99,113,337.87,96.82607655
13766,5/20/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,5/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Clam Chowder,Soups,9.65,5,48.25,76.63290355
13328,5/12/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,5/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,103,1895.2,52.10261106
4414,5/9/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,5/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Ravioli,Pasta,19.5,58,1131,15.83193379
17419,4/30/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,5/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Mozzarella,Dairy Products,34.8,140,4872,90.96271507
15116,4/16/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,5/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Beer,Beverages,14,62,868,35.06169182
5161,5/9/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,5/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Curry Sauce,Sauces,40,119,4760,75.66199309
